id,dt_ms,truth,lo_pct,hi_pct,w1g_pct,w1g_lo_pct,w1g_hi_pct,inside
geo-092,2.0,0.28783613208193504,-12.881729172160949,4.936042978314914,-1.1661544454157124,-1.5264520677802706,-0.8058568230511542,True
geo-034,1.4600000000000002,0.26522807764917844,-12.253395389722254,5.719860433791069,-1.3811969152017323,-1.87292267432142,-0.8894711560820445,True
geo-049,2.0,0.3616432841640758,-10.054834193872486,7.959675045245351,-1.252760496894445,-1.716611017049563,-0.7889099767393382,True
geo-036,1.4600000000000002,0.2661863119717247,-12.399967346996622,5.707862495812233,-1.375865984910818,-1.8597857822974406,-0.8919461875242174,True
geo-039,1.4600000000000002,0.265123459756831,-12.43717244206196,5.778551755550532,-1.3217205557405354,-1.8117318000605676,-0.8317093114204699,True
geo-042,1.4600000000000002,0.2635442673243303,-12.437227667891026,5.923886614740703,-1.289289456669207,-1.7791753434804214,-0.7994035698579816,True
geo-031,1.4600000000000002,0.2655062680569832,-12.640646407961864,5.863082387399765,-1.4582985151123884,-1.948830451274819,-0.9677665789499801,True
geo-030,1.4600000000000002,0.2656169529245977,-12.720800211051053,5.797470115876835,-1.5052394064584584,-1.9892691430027476,-1.0212096699141582,True
geo-035,1.4600000000000002,0.26515869208935944,-12.719989381212727,5.819457860773225,-1.400348089357062,-1.8712660299939898,-0.9294301487201451,True
geo-023,1.8000000000000003,0.20553291760900255,-11.254805530458157,7.323918946647678,-1.9074524559370198,-2.3642618080097266,-1.4506431038643353,True
geo-026,1.4600000000000002,0.2652431531026552,-12.7590401581406,5.845415559933409,-1.5876377246231588,-2.0786516744050743,-1.0966237748412322,True
geo-032,1.4600000000000002,0.2653704755604727,-12.884818806277853,5.754848726683126,-1.4233636814275252,-1.9138639863060192,-0.9328633765490535,True
geo-033,1.4600000000000002,0.265484037922808,-12.936143355090767,5.706328635095836,-1.41957786160396,-1.9023676109902188,-0.9367881122177013,True
geo-094,2.0,0.2884571964748121,-12.748884097458236,5.918212873171846,-1.1960286888809013,-1.547469651800526,-0.8445877259612766,True
geo-027,1.4600000000000002,0.26498012060115955,-13.048528547133287,5.785700546750938,-1.5823439956332397,-2.067056885487073,-1.0976311057793842,True
geo-028,1.4600000000000002,0.26481322665016405,-12.957251872172526,5.928165532917173,-1.5676779616051517,-2.0515131244576934,-1.0838427987526322,True
geo-095,2.0,0.2885606227837539,-12.75936406370115,6.327391573595542,-1.191005784511523,-1.5413072569143371,-0.840704312108731,True
geo-022,1.8000000000000003,0.21113102694630564,-14.770162498248872,6.483454033079883,-2.9076466453031524,-3.2957143355826446,-2.519578955023638,True
geo-020,1.8000000000000003,0.21174376138665918,-14.88910285643531,6.44657708968186,-3.1430604891975022,-3.531608013754539,-2.7545129646404765,True
geo-016,2.0,0.21276558853797833,-16.21513645713428,7.035333294204871,-3.5063426081861193,-3.939351044995676,-3.0733341713765627,True
geo-055,2.0,0.20082106130872654,-13.490021577694634,9.812339272941939,-1.3343052754216322,-1.801744214204104,-0.8668663366391827,True
geo-013,2.0,0.2127916641109598,-16.32632534748828,6.996246458511335,-3.5472013177761497,-3.9835446233376204,-3.110858012214668,True
geo-021,2.0,0.21212175417803872,-15.873157019934592,7.516591916592197,-3.052987428334719,-3.479677691479366,-2.6262971651900613,True
geo-011,2.0,0.2134402833173311,-16.544579830575735,6.921394700470351,-3.7384919287809404,-4.1567468029082395,-3.320237054653641,True
geo-006,2.0,0.21350548681471704,-16.63771174196912,6.845781977468524,-3.820230442139505,-4.238640803780069,-3.4018200804989407,True
geo-000,2.0,0.2138923630380487,-16.84690551589122,6.68008006680223,-3.977863307966245,-4.4115846937909815,-3.5441419221415305,True
geo-010,2.0,0.21357443094334505,-16.612496750584484,6.927646235836393,-3.7642148249274254,-4.193319089698244,-3.3351105601565845,True
geo-060,2.0,0.1995714912686863,-14.850546833026367,8.699568603253184,-1.587763645046547,-2.0703006676162317,-1.1052266224768514,True
geo-002,2.0,0.21352227320096043,-16.821694555740997,6.753312037532089,-3.8843991095851904,-4.3116477903159645,-3.4571504288544275,True
geo-014,2.0,0.21348211682780355,-16.47047287830288,7.121597481604547,-3.500285757464905,-3.941328227895602,-3.059243287034208,True
geo-003,2.0,0.2135326788831183,-16.82642097467796,6.77374178350314,-3.861933162386433,-4.288611687436116,-3.43525463733676,True
geo-001,2.0,0.21361041018685925,-16.966765712268582,6.6927204731991985,-3.8814796131198315,-4.313237983818929,-3.4497212424207224,True
geo-005,2.0,0.2135048804352197,-16.88475069478399,6.818316326849128,-3.8038344728158924,-4.233905707362807,-3.3737632382689786,True
geo-007,2.0,0.21323787479546397,-16.970622554750094,6.737417569540138,-3.788008948762689,-4.2308105880658475,-3.345207309459508,True
geo-015,2.0,0.2127114191119425,-16.731948216033953,6.991194776972942,-3.4782904685595972,-3.9343472808968882,-3.022233656222295,True
geo-004,2.0,0.21353575222015245,-17.048368657907808,6.702434792397538,-3.827439094302998,-4.256771294551742,-3.3981068940542314,True
geo-008,2.0,0.21325203853022764,-17.007698408691386,6.748874864176035,-3.761286426027699,-4.198329963919456,-3.324242888135942,True
geo-009,2.0,0.2134500539181178,-17.00211631515961,6.773981390623507,-3.750675353269428,-4.194371890793558,-3.3069788157452984,True
geo-012,2.0,0.21330033000046025,-17.079314588043136,6.840625947990797,-3.565854557104231,-4.021375170553565,-3.1103339436549082,True
geo-017,2.0,0.2128660443645629,-16.966306698805035,7.029565760569856,-3.381962669219307,-3.8403016683755564,-2.923623670063047,True
geo-019,2.0,0.21292902257007226,-16.92346545455431,7.1133336285843285,-3.2441489623978637,-3.712107401695497,-2.7761905231002304,True
geo-018,2.0,0.21253882281116362,-17.035567089733973,7.066644223113228,-3.3491317085779015,-3.7811996122021685,-2.9170638049536457,True
geo-104,2.0,0.19950303666127306,-13.459220267982264,10.744200442303399,-1.1719956506473062,-1.551404262066547,-0.7925870392280543,True
geo-088,2.0,0.2006237567558636,-13.467413400567086,11.243830202526395,-1.11682160010389,-1.5134859469153494,-0.7201572532924194,True
aco-024,1.8800000000000001,0.2526141126396855,-15.247595358379195,10.217821563037187,-2.485089790475381,-2.9350903014111585,-2.0350892795396036,True
dis-003,0.5000000237487257,0.04602307669416675,-15.00685089877354,11.335395005110893,-0.620374827834913,-0.8473292039644309,-0.3934204517054063,True
aco-019,0.9000000000000001,0.20163432825061525,-17.072873153804235,11.71606661152822,-5.243976009055196,-5.407674067946589,-5.080277950163781,True
geo-100,1.0,0.09388700875161146,-15.856018924325422,13.198002063819846,-0.806207062175901,-1.212114003567888,-0.4003001207839363,True
dis-002,0.5000000237487257,0.0593956282346453,-15.518552056391044,14.715319928159953,-1.8447127417499432,-1.8912710211695716,-1.7981544623303036,True
geo-024,2.0,0.6907422754779026,-25.12304135688973,5.543736917144604,-1.6863792194868554,-2.131793051704367,-1.2409653872693327,True
dis-001,0.5000000237487257,0.06176806032010192,-17.288057469956552,14.873373596737549,-1.986704755595936,-2.031149663989995,-1.9422598472018882,True
aco-018,1.0,0.19233262098013446,-18.205475694191662,17.06340424255368,-5.345683088712461,-5.554391041143947,-5.136975136280975,True
aco-016,1.0,0.10375998144614364,-17.115294591291786,18.64494910511563,-5.465005834611603,-5.609262772925804,-5.320748896297411,True
aco-015,1.0,0.10379141123450134,-17.145764459809875,18.627271051480278,-5.483154402466306,-5.627244357095151,-5.33906444783746,True
aco-017,1.0,0.10379624727198225,-17.122151992801427,18.661169044746416,-5.450897911611063,-5.594555442727211,-5.307240380494916,True
aco-012,1.0,0.18705123836817986,-21.834872099584967,14.767168285074028,-7.23267503862175,-7.4461469309850425,-7.019203146258435,True
dis-000,0.750000006519258,0.0593956282346453,-19.29570700924733,28.28945845873867,-2.27567440391776,-2.4315958686162764,-2.1197529392192327,True
aco-007,1.78,0.10379141123450134,-24.30571042213018,24.210844226679605,-11.620929356437914,-11.892263247844404,-11.349595465031415,True
aco-005,1.8800000000000001,0.08730808609146377,-29.93781873081378,27.920309106577058,-12.125940923376021,-12.192602265688357,-12.059279581063686,True
aco-004,1.8800000000000001,0.08818121398067838,-30.343535141483457,27.782920200796248,-12.131547199923098,-12.196959471867974,-12.066134927978233,True
aco-002,1.3800000000000001,0.12136616604989549,-26.889388413924888,31.69432447082525,-12.915026889294001,-13.266845490848445,-12.563208287739558,True
aco-001,1.3800000000000001,0.12117112967905357,-26.76359154047948,31.900754744041258,-12.917150444111424,-13.267047749974681,-12.567253138248146,True
aco-006,2.0,0.19233262098013446,-29.345847558954606,30.4952000001673,-11.74159423121155,-12.156462082512743,-11.326726379910346,True
aco-003,1.98,0.19134640809665984,-27.40671117387047,40.061472483021966,-12.650044127067694,-13.052162008650514,-12.247926245484852,True
